1;1;1;60;Абаза;NULL;1;"2019-12-13 16:49:24";"2019-12-20 16:22:43";1
2;1;1;60;Абакан;NULL;1;"2019-12-13 16:49:24";"2019-12-20 16:22:43";1
3;1;3;39;Абдулино;NULL;1;"2019-12-13 16:49:24";"2019-12-20 16:22:43";1
4;1;8;25;Абинск;NULL;1;"2019-12-13 16:49:24";"2019-12-20 16:22:43";1
5;1;3;47;Агидель;NULL;1;"2019-12-13 16:49:24";"2019-12-20 16:22:43";1
6;1;3;58;Агрыз;NULL;1;"2019-12-13 16:49:24";"2019-12-20 16:22:43";1
7;1;8;45;Адыгейск;NULL;1;"2019-12-13 16:49:24";"2019-12-20 16:22:43";1
8;1;3;58;Азнакаево;NULL;1;"2019-12-13 16:49:24";"2019-12-20 16:22:43";1
9;1;8;61;Азов;NULL;1;"2019-12-13 16:49:24";"2019-12-20 16:22:43";1
10;1;1;59;Ак-Довурак;NULL;1;"2019-12-13 16:49:24";"2019-12-20 16:22:43";1
11;1;8;61;Аксай;NULL;1;"2019-12-13 16:49:24";"2019-12-20 16:22:43";1
12;1;5;57;Алагир;NULL;1;"2019-12-13 16:49:24";"2019-12-20 16:22:43";1
13;1;6;66;Алапаевск;NULL;1;"2019-12-13 16:49:24";"2019-12-20 16:22:43";1
14;1;3;80;Алатырь;NULL;1;"2019-12-13 16:49:24";"2019-12-20 16:22:43";1
15;1;2;56;Алдан;NULL;1;"2019-12-13 16:49:24";"2019-12-20 16:22:43";1
16;1;1;1;Алейск;NULL;1;"2019-12-13 16:49:24";"2019-12-20 16:22:43";1
17;1;7;7;Александров;NULL;1;"2019-12-13 16:49:24";"2019-12-20 16:22:43";1
18;1;3;42;Александровск;NULL;1;"2019-12-13 16:49:24";"2019-12-20 16:22:43";1
19;1;2;65;Александровск-Сахалинский;NULL;1;"2019-12-13 16:49:24";"2019-12-20 16:22:43";1
20;1;7;5;Алексеевка;NULL;1;"2019-12-13 16:49:24";"2019-12-20 16:22:43";1
21;1;7;72;Алексин;NULL;1;"2019-12-13 16:49:24";"2019-12-20 16:22:43";1
